Exercise_ID,Exercise_Name,Muscle_Group,Difficulty,Workout_Type,Equipment,Duration_Min,Calories_Burned_Per_Hour,Sets,Reps,Rest_Time_Sec,Recommended_Goal
313,Push-Ups,Chest,Beginner,Strength,None,20,240,6,15,110,Muscle Gain
314,Jump Rope,Cardio,Intermediate,HIIT,Dumbbells,13,362,4,7,165,Endurance
315,Cycling,Cardio,Intermediate,Cardio,Dumbbells,32,779,4,7,136,Muscle Gain
316,Plank,Core,Beginner,Endurance,Machine,47,694,4,22,92,Endurance
317,Lat Pulldown,Back,Advanced,HIIT,Dumbbells,48,918,6,20,139,Muscle Gain
318,Cycling,Cardio,Advanced,HIIT,Dumbbells,10,675,6,21,44,Maintenance
319,Bench Press,Chest,Beginner,Strength,Resistance Band,70,330,2,21,30,Muscle Gain
320,Running,Cardio,Beginner,HIIT,Resistance Band,29,390,6,23,89,Maintenance
321,Squats,Legs,Advanced,Endurance,Machine,67,934,3,16,60,Maintenance
322,Tricep Pushdown,Triceps,Intermediate,Strength,Machine,78,636,1,22,51,Weight Loss
323,Plank,Core,Beginner,Cardio,Dumbbells,52,198,1,13,91,Endurance
324,Plank,Core,Intermediate,Cardio,Machine,12,474,5,12,154,Weight Loss
325,Tricep Pushdown,Triceps,Advanced,Strength,Barbell,56,995,3,21,154,Weight Loss
326,Burpees,Full Body,Intermediate,Strength,Machine,86,354,4,20,80,Muscle Gain
327,Walking,Cardio,Advanced,Endurance,None,24,914,2,10,111,Weight Loss
328,Deadlift,Full Body,Intermediate,Flexibility,None,32,580,1,13,158,Endurance
329,Swimming,Cardio,Beginner,Flexibility,None,32,670,4,16,61,Maintenance
330,Deadlift,Full Body,Advanced,HIIT,None,14,520,1,9,144,Endurance
331,Lateral Raises,Shoulders,Intermediate,Cardio,Dumbbells,41,626,2,11,146,Muscle Gain
332,Crunches,Core,Beginner,Endurance,Barbell,76,910,4,21,123,Muscle Gain
333,Bicep Curls,Biceps,Intermediate,Flexibility,Machine,62,986,2,14,85,Muscle Gain
334,Lateral Raises,Shoulders,Advanced,Endurance,Machine,69,207,2,12,37,Endurance
335,Lateral Raises,Shoulders,Beginner,Strength,Resistance Band,89,150,2,19,161,Muscle Gain
336,Jump Rope,Cardio,Advanced,Endurance,Dumbbells,72,550,1,12,150,Muscle Gain
337,Jump Rope,Cardio,Beginner,Endurance,Barbell,70,812,4,19,79,Weight Loss
338,Crunches,Core,Advanced,Cardio,Machine,68,825,5,15,112,Weight Loss
339,Cycling,Cardio,Advanced,Strength,Machine,46,773,5,23,94,Muscle Gain
340,Bench Press,Chest,Advanced,Endurance,Resistance Band,80,310,2,25,123,Maintenance
341,Plank,Core,Advanced,Strength,Machine,24,284,4,17,48,Muscle Gain
342,Bench Press,Chest,Advanced,HIIT,Dumbbells,79,922,4,16,162,Muscle Gain
343,Tricep Pushdown,Triceps,Advanced,Endurance,Machine,85,521,3,5,53,Muscle Gain
344,Tricep Pushdown,Triceps,Intermediate,Endurance,Dumbbells,45,843,3,16,89,Weight Loss
345,Burpees,Full Body,Intermediate,Cardio,Machine,82,269,5,6,36,Weight Loss
346,Squats,Legs,Intermediate,Cardio,Dumbbells,68,826,5,12,171,Endurance
347,Cycling,Cardio,Beginner,Strength,Resistance Band,37,710,2,19,163,Endurance
348,Swimming,Cardio,Advanced,Cardio,Resistance Band,64,324,4,20,170,Endurance
349,Squats,Legs,Beginner,Flexibility,Machine,84,331,1,25,72,Endurance
350,Lateral Raises,Shoulders,Intermediate,Cardio,Resistance Band,79,504,2,22,102,Maintenance
351,Push-Ups,Chest,Intermediate,Strength,Barbell,51,884,4,25,32,Endurance
352,Squats,Legs,Intermediate,Flexibility,None,45,650,4,19,49,Endurance
353,Bicep Curls,Biceps,Advanced,Cardio,Dumbbells,79,238,2,25,146,Maintenance
354,Pull-Ups,Back,Beginner,Endurance,Machine,67,356,6,5,135,Weight Loss
355,Jump Rope,Cardio,Beginner,HIIT,None,39,278,4,10,161,Maintenance
356,Crunches,Core,Beginner,Cardio,Machine,20,577,2,25,149,Muscle Gain
357,Walking,Cardio,Advanced,HIIT,None,24,578,1,5,115,Endurance
358,Deadlift,Full Body,Beginner,Strength,Dumbbells,88,785,1,11,53,Maintenance
359,Leg Press,Legs,Advanced,Cardio,Machine,58,413,5,17,113,Muscle Gain
360,Bicep Curls,Biceps,Beginner,HIIT,None,12,712,5,7,56,Weight Loss
361,Leg Press,Legs,Beginner,Cardio,Resistance Band,42,188,5,24,112,Endurance
362,Walking,Cardio,Advanced,HIIT,None,48,515,4,24,39,Weight Loss
363,Shoulder Press,Shoulders,Intermediate,HIIT,Barbell,49,999,4,10,96,Muscle Gain
364,Push-Ups,Chest,Beginner,Strength,Machine,33,164,6,15,150,Maintenance
365,Tricep Pushdown,Triceps,Advanced,Flexibility,Resistance Band,59,240,1,13,133,Weight Loss
366,Swimming,Cardio,Beginner,Cardio,Barbell,76,537,3,11,95,Weight Loss
367,Lat Pulldown,Back,Advanced,HIIT,Barbell,70,644,3,18,56,Endurance
368,Lat Pulldown,Back,Intermediate,Strength,Resistance Band,47,765,2,11,169,Maintenance
369,Push-Ups,Chest,Beginner,Cardio,Dumbbells,46,917,2,7,166,Weight Loss
370,Plank,Core,Advanced,Endurance,Dumbbells,13,393,5,7,137,Muscle Gain
371,Running,Cardio,Advanced,Flexibility,None,16,577,4,20,54,Weight Loss
372,Running,Cardio,Advanced,Strength,Dumbbells,78,590,6,20,56,Maintenance
373,Cycling,Cardio,Intermediate,Endurance,Machine,68,182,4,10,141,Muscle Gain
374,Jump Rope,Cardio,Advanced,Endurance,None,61,699,3,20,124,Endurance
375,Plank,Core,Intermediate,Strength,None,88,177,2,12,76,Maintenance
376,Swimming,Cardio,Beginner,HIIT,Dumbbells,72,370,5,14,150,Weight Loss
377,Jump Rope,Cardio,Advanced,Strength,Machine,37,233,5,15,115,Endurance
378,Crunches,Core,Advanced,Strength,Resistance Band,38,169,3,11,75,Maintenance
379,Cycling,Cardio,Beginner,Cardio,Resistance Band,68,454,4,21,96,Endurance
380,Plank,Core,Beginner,Cardio,Barbell,73,536,5,17,134,Weight Loss
381,Deadlift,Full Body,Advanced,Strength,None,87,178,1,16,139,Muscle Gain
382,Bicep Curls,Biceps,Advanced,Cardio,Machine,67,537,6,25,75,Weight Loss
383,Walking,Cardio,Intermediate,Cardio,Dumbbells,19,982,5,21,175,Maintenance
384,Jump Rope,Cardio,Advanced,Endurance,None,90,948,2,11,132,Maintenance
385,Cycling,Cardio,Intermediate,Endurance,None,38,976,3,20,78,Maintenance
386,Lateral Raises,Shoulders,Beginner,HIIT,Resistance Band,42,554,1,20,163,Endurance
387,Push-Ups,Chest,Beginner,Endurance,Machine,32,270,1,11,161,Weight Loss
388,Crunches,Core,Advanced,Flexibility,Resistance Band,62,427,1,20,140,Weight Loss
389,Bench Press,Chest,Beginner,HIIT,Dumbbells,84,598,4,16,61,Muscle Gain
390,Bench Press,Chest,Advanced,Flexibility,Resistance Band,90,614,1,12,171,Maintenance
391,Crunches,Core,Intermediate,Endurance,Resistance Band,79,690,6,22,65,Maintenance
392,Squats,Legs,Beginner,HIIT,Barbell,66,899,5,6,159,Muscle Gain
393,Lunges,Legs,Beginner,Cardio,Barbell,61,452,4,8,152,Muscle Gain
394,Burpees,Full Body,Intermediate,Flexibility,Machine,26,990,5,14,67,Maintenance
395,Tricep Pushdown,Triceps,Intermediate,Endurance,Dumbbells,55,928,2,9,176,Weight Loss
396,Cycling,Cardio,Advanced,Endurance,Resistance Band,83,325,3,18,55,Maintenance
397,Bicep Curls,Biceps,Advanced,Cardio,None,65,788,4,15,140,Endurance
398,Bench Press,Chest,Beginner,Flexibility,Machine,19,329,6,25,99,Weight Loss
399,Push-Ups,Chest,Advanced,Flexibility,Barbell,72,896,6,7,126,Muscle Gain
400,Deadlift,Full Body,Beginner,Strength,None,26,523,2,10,154,Endurance
401,Lat Pulldown,Back,Intermediate,Strength,Resistance Band,41,726,3,19,149,Maintenance
402,Cycling,Cardio,Advanced,Strength,None,61,457,5,16,134,Maintenance
403,Plank,Core,Advanced,Flexibility,None,33,728,6,7,167,Weight Loss
404,Burpees,Full Body,Beginner,Endurance,Barbell,54,524,5,6,92,Muscle Gain
405,Lat Pulldown,Back,Beginner,HIIT,Dumbbells,39,551,5,11,127,Maintenance
406,Walking,Cardio,Intermediate,Flexibility,Barbell,28,721,3,25,147,Maintenance
407,Tricep Pushdown,Triceps,Intermediate,Cardio,Dumbbells,90,593,4,18,46,Maintenance
408,Cycling,Cardio,Intermediate,HIIT,Dumbbells,26,215,1,10,40,Muscle Gain
409,Bench Press,Chest,Beginner,HIIT,Dumbbells,73,531,6,11,50,Endurance
410,Bench Press,Chest,Beginner,HIIT,Dumbbells,85,180,6,25,107,Weight Loss
411,Tricep Pushdown,Triceps,Beginner,Cardio,None,53,373,5,21,55,Weight Loss
412,Bench Press,Chest,Advanced,Flexibility,Resistance Band,62,192,5,18,33,Weight Loss
413,Running,Cardio,Intermediate,Cardio,Dumbbells,40,324,1,7,129,Weight Loss
414,Lateral Raises,Shoulders,Advanced,Strength,Machine,33,208,2,6,136,Maintenance
415,Bench Press,Chest,Beginner,Flexibility,None,30,190,3,19,39,Endurance
416,Jump Rope,Cardio,Beginner,Cardio,None,42,834,4,21,30,Muscle Gain
417,Crunches,Core,Beginner,Strength,Machine,15,627,3,8,99,Endurance
418,Swimming,Cardio,Beginner,Strength,Resistance Band,72,572,1,9,70,Weight Loss
419,Squats,Legs,Advanced,Flexibility,None,58,982,4,12,52,Maintenance
420,Squats,Legs,Advanced,Flexibility,Barbell,38,638,2,23,110,Weight Loss
421,Jump Rope,Cardio,Beginner,Flexibility,Dumbbells,89,958,6,19,76,Endurance
422,Pull-Ups,Back,Beginner,HIIT,Machine,45,758,2,19,123,Muscle Gain
423,Shoulder Press,Shoulders,Advanced,Cardio,None,56,465,2,20,62,Maintenance
424,Deadlift,Full Body,Intermediate,Flexibility,Barbell,57,306,4,21,174,Weight Loss
425,Jump Rope,Cardio,Beginner,Cardio,Barbell,47,482,3,20,137,Weight Loss
426,Lunges,Legs,Advanced,Cardio,Machine,65,390,3,14,79,Endurance
427,Lunges,Legs,Intermediate,Endurance,Resistance Band,76,389,1,5,136,Maintenance
428,Swimming,Cardio,Beginner,Flexibility,Resistance Band,65,809,6,7,141,Endurance
429,Bicep Curls,Biceps,Beginner,HIIT,Barbell,71,183,1,13,170,Endurance
430,Lat Pulldown,Back,Intermediate,Strength,None,89,792,1,12,102,Endurance
431,Lunges,Legs,Advanced,HIIT,Resistance Band,16,835,4,6,96,Muscle Gain
432,Leg Press,Legs,Intermediate,Endurance,None,60,641,6,18,163,Muscle Gain
433,Squats,Legs,Intermediate,Strength,Barbell,16,981,4,11,174,Maintenance
434,Push-Ups,Chest,Beginner,HIIT,Dumbbells,63,903,1,11,134,Muscle Gain
435,Crunches,Core,Advanced,Endurance,None,72,185,4,15,57,Endurance
436,Jump Rope,Cardio,Advanced,Flexibility,Dumbbells,84,159,2,12,148,Muscle Gain
437,Pull-Ups,Back,Intermediate,Endurance,Barbell,12,682,6,10,127,Maintenance
438,Cycling,Cardio,Advanced,Cardio,Dumbbells,37,154,2,8,102,Weight Loss
439,Walking,Cardio,Beginner,Endurance,Resistance Band,60,924,1,10,136,Maintenance
440,Walking,Cardio,Advanced,Endurance,Resistance Band,37,848,6,22,173,Endurance
441,Crunches,Core,Intermediate,Cardio,Dumbbells,13,882,2,12,92,Weight Loss
442,Lateral Raises,Shoulders,Intermediate,Strength,Dumbbells,25,465,4,7,112,Muscle Gain
443,Lateral Raises,Shoulders,Advanced,Strength,None,72,821,1,21,30,Muscle Gain
444,Lunges,Legs,Beginner,HIIT,Barbell,52,946,2,6,149,Weight Loss
445,Jump Rope,Cardio,Intermediate,Flexibility,Barbell,34,464,6,20,46,Weight Loss
446,Squats,Legs,Beginner,Endurance,Barbell,22,887,4,24,37,Maintenance
447,Shoulder Press,Shoulders,Advanced,HIIT,Machine,11,785,3,19,131,Weight Loss
448,Lat Pulldown,Back,Advanced,Cardio,Machine,44,753,6,24,174,Endurance
449,Lateral Raises,Shoulders,Intermediate,Strength,None,46,546,5,11,47,Maintenance
450,Jump Rope,Cardio,Intermediate,Strength,Dumbbells,47,845,6,8,161,Weight Loss
451,Push-Ups,Chest,Advanced,Cardio,Machine,46,882,6,10,100,Endurance
452,Pull-Ups,Back,Beginner,Endurance,Resistance Band,32,909,5,7,143,Muscle Gain
453,Pull-Ups,Back,Advanced,Cardio,Resistance Band,61,158,4,8,114,Endurance
454,Squats,Legs,Beginner,Flexibility,Dumbbells,59,563,2,24,60,Maintenance
455,Jump Rope,Cardio,Intermediate,Strength,Dumbbells,51,635,4,12,73,Weight Loss
456,Squats,Legs,Intermediate,HIIT,Dumbbells,40,201,4,6,43,Weight Loss
457,Cycling,Cardio,Intermediate,Cardio,Resistance Band,41,558,6,6,118,Muscle Gain
458,Lunges,Legs,Advanced,Flexibility,Dumbbells,41,248,1,13,103,Maintenance
459,Running,Cardio,Advanced,Endurance,Machine,74,970,5,14,123,Maintenance
460,Squats,Legs,Beginner,HIIT,None,79,644,3,10,100,Maintenance
461,Tricep Pushdown,Triceps,Intermediate,Strength,None,14,821,4,12,160,Maintenance
462,Squats,Legs,Intermediate,Cardio,Resistance Band,70,628,6,25,160,Muscle Gain
463,Lunges,Legs,Beginner,HIIT,Machine,60,562,5,10,100,Endurance
464,Lunges,Legs,Intermediate,Cardio,Barbell,77,192,6,20,30,Maintenance
465,Cycling,Cardio,Advanced,Cardio,Dumbbells,61,675,6,22,111,Muscle Gain
466,Plank,Core,Beginner,Flexibility,Barbell,69,745,4,19,115,Maintenance
467,Squats,Legs,Beginner,Strength,Dumbbells,66,945,3,14,91,Endurance
468,Bench Press,Chest,Intermediate,Flexibility,None,57,647,2,11,141,Muscle Gain
469,Bench Press,Chest,Beginner,Endurance,Barbell,33,796,1,25,47,Maintenance
470,Lunges,Legs,Advanced,Endurance,Resistance Band,63,905,1,14,177,Weight Loss
471,Shoulder Press,Shoulders,Advanced,HIIT,None,85,386,6,15,43,Muscle Gain
472,Bench Press,Chest,Advanced,Flexibility,Resistance Band,61,632,1,7,55,Muscle Gain
473,Crunches,Core,Advanced,HIIT,Machine,10,954,2,18,55,Maintenance
474,Bicep Curls,Biceps,Advanced,HIIT,Resistance Band,16,411,4,5,59,Maintenance
475,Squats,Legs,Intermediate,Endurance,Dumbbells,59,970,4,6,176,Endurance
476,Lateral Raises,Shoulders,Intermediate,HIIT,Barbell,65,674,4,25,163,Muscle Gain
477,Burpees,Full Body,Beginner,HIIT,Dumbbells,72,971,2,19,114,Endurance
478,Walking,Cardio,Beginner,Cardio,Machine,69,527,5,22,109,Endurance
479,Pull-Ups,Back,Intermediate,Flexibility,Resistance Band,19,195,4,25,72,Weight Loss
480,Shoulder Press,Shoulders,Advanced,Endurance,Dumbbells,23,269,2,25,149,Muscle Gain
481,Pull-Ups,Back,Advanced,Endurance,Resistance Band,77,276,5,22,156,Endurance
482,Running,Cardio,Beginner,HIIT,Dumbbells,63,268,5,24,178,Muscle Gain
483,Lat Pulldown,Back,Intermediate,Flexibility,None,61,989,1,24,179,Maintenance
484,Walking,Cardio,Advanced,HIIT,Dumbbells,16,154,1,12,76,Endurance
485,Leg Press,Legs,Intermediate,Cardio,Resistance Band,51,921,4,7,85,Endurance
486,Deadlift,Full Body,Advanced,Flexibility,Dumbbells,87,507,4,6,31,Maintenance
487,Walking,Cardio,Intermediate,Cardio,Barbell,14,550,3,25,79,Endurance
488,Swimming,Cardio,Advanced,HIIT,Machine,10,779,2,24,180,Muscle Gain
489,Leg Press,Legs,Beginner,Flexibility,None,34,762,3,25,82,Weight Loss
490,Jump Rope,Cardio,Intermediate,Flexibility,Machine,39,471,6,19,32,Muscle Gain
491,Running,Cardio,Beginner,Flexibility,Dumbbells,87,858,2,15,159,Maintenance
492,Plank,Core,Beginner,Endurance,None,88,642,6,16,178,Weight Loss
493,Squats,Legs,Intermediate,Cardio,Barbell,31,882,1,12,107,Maintenance
494,Lat Pulldown,Back,Advanced,Strength,Dumbbells,49,826,3,18,94,Endurance
495,Lat Pulldown,Back,Intermediate,HIIT,None,57,635,6,12,68,Maintenance
496,Tricep Pushdown,Triceps,Advanced,HIIT,Barbell,71,856,1,24,144,Weight Loss
497,Lunges,Legs,Advanced,HIIT,Dumbbells,68,446,3,5,67,Weight Loss
498,Tricep Pushdown,Triceps,Advanced,Cardio,Dumbbells,47,936,5,10,114,Muscle Gain
499,Crunches,Core,Beginner,Endurance,None,82,430,1,23,89,Maintenance
500,Tricep Pushdown,Triceps,Advanced,Endurance,None,73,978,4,16,57,Weight Loss
501,Lunges,Legs,Intermediate,HIIT,Resistance Band,46,955,5,23,102,Muscle Gain
502,Lunges,Legs,Intermediate,Cardio,Machine,47,653,1,18,67,Weight Loss
503,Jump Rope,Cardio,Advanced,Endurance,Barbell,10,491,4,12,90,Muscle Gain
504,Bicep Curls,Biceps,Intermediate,Cardio,Machine,82,627,5,17,36,Endurance
505,Shoulder Press,Shoulders,Beginner,Cardio,Barbell,68,679,4,8,85,Weight Loss
506,Lateral Raises,Shoulders,Advanced,Strength,Machine,74,307,5,16,61,Maintenance
507,Running,Cardio,Beginner,Endurance,Barbell,60,210,4,25,101,Endurance
508,Pull-Ups,Back,Advanced,HIIT,Machine,54,419,1,14,90,Weight Loss
509,Tricep Pushdown,Triceps,Intermediate,Cardio,None,18,417,3,21,130,Muscle Gain
510,Shoulder Press,Shoulders,Advanced,Flexibility,Resistance Band,78,541,3,6,107,Muscle Gain
511,Lunges,Legs,Beginner,Cardio,None,28,336,6,23,55,Maintenance
512,Pull-Ups,Back,Advanced,HIIT,Barbell,86,789,4,17,141,Muscle Gain
513,Push-Ups,Chest,Intermediate,Cardio,Barbell,37,205,5,11,59,Muscle Gain
514,Swimming,Cardio,Intermediate,Cardio,None,55,327,2,11,104,Maintenance
515,Leg Press,Legs,Advanced,Strength,None,37,495,6,20,71,Muscle Gain
516,Deadlift,Full Body,Beginner,Flexibility,Machine,76,944,2,11,166,Weight Loss
517,Push-Ups,Chest,Advanced,Flexibility,Barbell,40,791,6,16,44,Endurance
518,Burpees,Full Body,Beginner,Endurance,Machine,14,176,4,10,57,Maintenance
519,Bicep Curls,Biceps,Intermediate,Flexibility,Machine,55,507,3,19,145,Muscle Gain
520,Jump Rope,Cardio,Beginner,HIIT,Machine,20,793,6,14,55,Endurance
521,Lat Pulldown,Back,Advanced,HIIT,Dumbbells,88,567,3,5,56,Maintenance
522,Lat Pulldown,Back,Beginner,Strength,Machine,65,536,3,12,144,Muscle Gain
523,Lunges,Legs,Intermediate,Endurance,Resistance Band,11,785,4,20,84,Weight Loss
524,Cycling,Cardio,Beginner,Endurance,Barbell,71,609,5,19,44,Muscle Gain
525,Shoulder Press,Shoulders,Advanced,HIIT,Resistance Band,61,324,1,5,123,Maintenance
526,Swimming,Cardio,Advanced,HIIT,Resistance Band,45,316,3,15,66,Weight Loss
527,Bicep Curls,Biceps,Advanced,Flexibility,Resistance Band,16,589,1,12,155,Muscle Gain
528,Squats,Legs,Advanced,Strength,Machine,41,713,6,14,71,Weight Loss
529,Running,Cardio,Beginner,Cardio,Resistance Band,29,780,2,24,81,Weight Loss
530,Lateral Raises,Shoulders,Advanced,Flexibility,Resistance Band,81,496,2,15,169,Endurance
531,Plank,Core,Beginner,HIIT,Resistance Band,14,995,4,11,36,Endurance
532,Lateral Raises,Shoulders,Advanced,Flexibility,Resistance Band,63,646,1,19,95,Weight Loss
533,Running,Cardio,Beginner,Endurance,Barbell,39,514,2,25,128,Muscle Gain
534,Swimming,Cardio,Advanced,Endurance,Resistance Band,22,220,4,5,147,Weight Loss
535,Deadlift,Full Body,Beginner,Flexibility,Barbell,32,929,3,16,122,Weight Loss
536,Burpees,Full Body,Beginner,Cardio,None,26,829,1,14,151,Maintenance
537,Shoulder Press,Shoulders,Beginner,HIIT,Dumbbells,55,548,6,14,155,Maintenance
538,Bicep Curls,Biceps,Intermediate,Strength,Machine,43,530,5,7,37,Endurance
539,Pull-Ups,Back,Intermediate,HIIT,Machine,32,794,6,8,38,Muscle Gain
540,Bench Press,Chest,Intermediate,Strength,Machine,44,676,1,18,119,Maintenance
541,Cycling,Cardio,Intermediate,Endurance,Machine,72,256,6,14,64,Maintenance
542,Lat Pulldown,Back,Beginner,HIIT,Resistance Band,22,593,6,8,98,Maintenance
543,Shoulder Press,Shoulders,Beginner,Flexibility,Dumbbells,31,762,1,16,173,Muscle Gain
544,Plank,Core,Beginner,Flexibility,None,82,717,3,12,77,Weight Loss
545,Push-Ups,Chest,Beginner,HIIT,Machine,45,829,2,6,117,Muscle Gain
546,Lat Pulldown,Back,Intermediate,Endurance,Resistance Band,34,514,2,7,160,Maintenance
547,Push-Ups,Chest,Intermediate,Endurance,Machine,85,224,5,14,92,Maintenance
548,Cycling,Cardio,Intermediate,Cardio,Dumbbells,45,793,4,21,156,Endurance
549,Push-Ups,Chest,Advanced,HIIT,Dumbbells,35,492,4,23,126,Maintenance
550,Leg Press,Legs,Advanced,Strength,None,15,486,1,10,83,Muscle Gain
551,Squats,Legs,Intermediate,HIIT,Resistance Band,47,732,2,20,126,Maintenance
552,Deadlift,Full Body,Advanced,HIIT,Barbell,37,240,5,15,108,Maintenance
553,Lateral Raises,Shoulders,Intermediate,Cardio,None,89,668,6,11,156,Muscle Gain
554,Lateral Raises,Shoulders,Advanced,Flexibility,Resistance Band,11,430,5,18,60,Maintenance
555,Shoulder Press,Shoulders,Advanced,Cardio,Machine,33,922,4,18,170,Maintenance
556,Burpees,Full Body,Advanced,Cardio,Resistance Band,62,689,1,24,100,Weight Loss
557,Bench Press,Chest,Advanced,HIIT,None,46,978,1,19,116,Muscle Gain
558,Lat Pulldown,Back,Advanced,HIIT,None,78,372,3,20,77,Muscle Gain
559,Swimming,Cardio,Advanced,Flexibility,None,19,609,1,23,123,Endurance
560,Burpees,Full Body,Advanced,Flexibility,Resistance Band,54,828,6,16,154,Weight Loss
561,Push-Ups,Chest,Advanced,Endurance,Machine,48,569,3,25,117,Weight Loss
562,Lunges,Legs,Advanced,Endurance,Barbell,80,393,4,21,78,Muscle Gain
563,Deadlift,Full Body,Advanced,Strength,Barbell,58,471,1,20,105,Muscle Gain
564,Cycling,Cardio,Beginner,Strength,Resistance Band,42,612,4,23,171,Muscle Gain
565,Leg Press,Legs,Beginner,HIIT,Resistance Band,71,634,5,15,86,Endurance
566,Burpees,Full Body,Advanced,Strength,None,86,685,2,22,130,Muscle Gain
567,Swimming,Cardio,Beginner,Flexibility,Machine,21,533,4,17,43,Weight Loss
568,Lateral Raises,Shoulders,Advanced,Endurance,Dumbbells,46,869,6,7,83,Endurance
569,Cycling,Cardio,Intermediate,Endurance,Machine,42,946,4,24,158,Muscle Gain
570,Lat Pulldown,Back,Intermediate,Endurance,Dumbbells,34,527,2,19,48,Endurance
571,Shoulder Press,Shoulders,Intermediate,Strength,None,52,434,2,16,147,Muscle Gain
572,Tricep Pushdown,Triceps,Beginner,Endurance,Resistance Band,30,168,2,13,124,Muscle Gain
573,Plank,Core,Beginner,HIIT,None,65,609,3,22,52,Muscle Gain
574,Tricep Pushdown,Triceps,Beginner,Strength,None,61,165,3,8,71,Endurance
575,Push-Ups,Chest,Advanced,Flexibility,Dumbbells,79,610,2,11,133,Endurance
576,Lat Pulldown,Back,Beginner,Strength,Barbell,18,916,5,25,124,Maintenance
577,Push-Ups,Chest,Intermediate,HIIT,None,66,481,4,6,38,Weight Loss
578,Lunges,Legs,Advanced,Flexibility,Barbell,18,247,1,5,112,Endurance
579,Jump Rope,Cardio,Beginner,Flexibility,Resistance Band,80,852,2,19,119,Muscle Gain
580,Lateral Raises,Shoulders,Advanced,Flexibility,Barbell,51,247,2,9,165,Weight Loss
581,Lunges,Legs,Intermediate,Cardio,Barbell,48,756,4,5,51,Maintenance
582,Lateral Raises,Shoulders,Advanced,Cardio,None,61,858,5,10,55,Muscle Gain
583,Jump Rope,Cardio,Advanced,Strength,Resistance Band,39,223,5,23,161,Maintenance
584,Tricep Pushdown,Triceps,Advanced,Endurance,Resistance Band,67,756,4,18,125,Endurance
585,Bicep Curls,Biceps,Intermediate,Endurance,Barbell,58,901,6,8,173,Muscle Gain
586,Squats,Legs,Intermediate,HIIT,Machine,79,192,4,8,95,Weight Loss
587,Lateral Raises,Shoulders,Intermediate,Strength,Dumbbells,65,777,3,15,52,Weight Loss
588,Lateral Raises,Shoulders,Advanced,Endurance,Dumbbells,67,340,5,20,113,Maintenance
589,Lat Pulldown,Back,Advanced,Flexibility,Dumbbells,45,535,1,10,128,Endurance
590,Tricep Pushdown,Triceps,Advanced,HIIT,Machine,14,325,3,14,77,Endurance
591,Push-Ups,Chest,Beginner,Strength,None,31,772,2,22,150,Muscle Gain
592,Burpees,Full Body,Advanced,Cardio,Resistance Band,50,392,4,25,46,Maintenance
593,Deadlift,Full Body,Advanced,Cardio,Dumbbells,65,995,3,15,148,Maintenance
