Food_ID,Food_Name,Category,Serving_Size_g,Calories,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugar_g,Sodium_mg,Meal_Type,Diet_Type
268,Cheese,Dairy,489,121,16.8,75.3,0.7,11.2,22.3,435,Breakfast,Muscle Gain
269,Almonds,Healthy Fat,169,750,46.6,17.2,12.2,7.7,16.4,369,Lunch,Weight Loss
270,Sweet Potato,Carbohydrate,295,513,28.1,17.3,13.3,3.1,48.2,162,Snack,Maintenance
271,Cheese,Dairy,280,419,24.4,46.7,24.0,0.3,27.3,991,Snack,Maintenance
272,Greek Yogurt,Protein,242,132,17.5,92.6,37.8,4.4,22.1,781,Breakfast,Maintenance
273,Brown Rice,Carbohydrate,32,658,44.8,87.9,22.0,5.1,3.3,807,Dinner,Maintenance
274,Sweet Potato,Carbohydrate,319,725,35.1,30.5,19.4,9.0,7.3,767,Breakfast,Muscle Gain
275,Egg,Protein,442,163,32.4,41.6,18.7,10.9,6.0,352,Dinner,Weight Loss
276,Orange,Fruit,467,300,2.5,90.5,21.2,15.3,40.3,568,Breakfast,Maintenance
277,Cheese,Dairy,411,138,44.0,88.4,10.4,11.5,45.1,116,Dinner,Weight Loss
278,Peanut Butter,Healthy Fat,123,599,49.5,61.0,17.1,8.3,7.9,180,Dinner,Maintenance
279,Avocado,Healthy Fat,198,237,0.6,53.8,38.3,5.7,47.8,702,Snack,Muscle Gain
280,Avocado,Healthy Fat,397,239,41.0,77.1,2.8,9.4,2.3,662,Lunch,Maintenance
281,Salmon,Protein,56,342,36.1,18.0,31.1,11.6,23.4,475,Lunch,Maintenance
282,Sweet Potato,Carbohydrate,183,56,50.0,17.8,36.9,4.5,35.8,389,Dinner,Weight Loss
283,Broccoli,Vegetable,403,57,28.6,79.6,2.9,5.0,49.0,1071,Lunch,Maintenance
284,Egg,Protein,170,719,55.3,98.7,14.2,15.8,31.8,1138,Lunch,Weight Loss
285,Salmon,Protein,419,49,37.4,5.5,2.3,13.8,27.5,525,Dinner,Muscle Gain
286,Tuna,Protein,349,297,5.7,72.1,30.2,0.3,36.0,912,Dinner,Muscle Gain
287,Olive Oil,Healthy Fat,325,274,30.6,41.6,20.2,6.1,2.4,850,Breakfast,Weight Loss
288,Tuna,Protein,351,496,39.4,14.8,27.0,8.7,7.2,1126,Lunch,Muscle Gain
289,Sweet Potato,Carbohydrate,429,441,21.5,73.3,5.7,19.4,16.9,184,Lunch,Maintenance
290,Apple,Fruit,43,576,1.2,66.3,37.3,4.1,48.8,316,Dinner,Maintenance
291,Greek Yogurt,Protein,449,58,30.5,58.2,29.3,15.3,14.0,621,Lunch,Maintenance
292,Apple,Fruit,136,579,13.4,89.2,23.6,4.0,20.4,590,Dinner,Weight Loss
293,Greek Yogurt,Protein,292,588,38.5,88.5,1.2,13.1,44.7,381,Snack,Maintenance
294,Sweet Potato,Carbohydrate,414,558,2.4,72.6,13.1,1.9,15.0,1175,Breakfast,Weight Loss
295,Milk,Dairy,68,386,43.9,12.3,17.8,7.3,39.3,950,Lunch,Weight Loss
296,Cheese,Dairy,51,82,46.2,96.5,5.2,11.3,41.3,400,Snack,Maintenance
297,Orange,Fruit,51,431,35.9,59.3,10.9,3.1,46.7,338,Lunch,Maintenance
298,Sweet Potato,Carbohydrate,462,414,3.5,67.0,26.6,9.3,39.9,324,Snack,Maintenance
299,Avocado,Healthy Fat,467,75,58.6,41.4,26.5,18.6,46.5,359,Lunch,Maintenance
300,Brown Rice,Carbohydrate,350,687,3.5,64.4,16.0,8.1,36.5,1055,Dinner,Maintenance
301,Banana,Fruit,440,535,5.5,7.8,36.9,17.0,9.4,1134,Snack,Muscle Gain
302,Peanut Butter,Healthy Fat,215,226,37.4,80.2,20.5,2.0,9.4,166,Lunch,Weight Loss
303,Brown Rice,Carbohydrate,253,716,2.0,67.4,12.7,7.8,6.3,233,Snack,Muscle Gain
304,Greek Yogurt,Protein,191,190,38.1,12.1,22.1,1.9,8.6,682,Snack,Muscle Gain
305,Carrot,Vegetable,99,581,8.4,45.5,12.0,12.3,49.7,992,Lunch,Weight Loss
306,Broccoli,Vegetable,438,749,8.6,30.7,27.3,2.2,18.5,549,Lunch,Weight Loss
307,Oats,Carbohydrate,286,614,57.3,37.9,32.3,13.0,44.0,235,Breakfast,Maintenance
308,Olive Oil,Healthy Fat,282,396,18.4,66.9,35.7,17.4,37.1,1102,Dinner,Muscle Gain
309,Tuna,Protein,257,799,10.9,95.5,27.2,2.4,11.2,216,Snack,Maintenance
310,Milk,Dairy,228,560,23.8,24.0,31.5,5.2,6.6,714,Dinner,Muscle Gain
311,Cheese,Dairy,409,646,14.9,55.2,27.9,11.2,34.1,12,Snack,Maintenance
312,Oats,Carbohydrate,452,488,44.7,42.0,32.5,13.0,8.2,399,Snack,Muscle Gain
313,Chicken Breast,Protein,425,339,11.5,3.7,4.0,1.3,5.9,1047,Snack,Muscle Gain
314,Carrot,Vegetable,89,569,5.3,80.0,34.9,20.0,8.2,1081,Snack,Maintenance
315,Peanut Butter,Healthy Fat,141,167,1.3,58.0,3.8,5.6,16.1,671,Dinner,Maintenance
316,Tuna,Protein,77,718,46.1,68.5,7.1,16.1,9.4,315,Snack,Muscle Gain
317,Milk,Dairy,47,669,17.9,53.1,35.4,13.0,38.6,120,Snack,Maintenance
318,Oats,Carbohydrate,415,189,27.0,61.7,19.6,11.3,32.5,549,Breakfast,Maintenance
319,Apple,Fruit,48,504,53.6,23.0,21.0,4.1,48.6,385,Snack,Muscle Gain
320,Broccoli,Vegetable,198,97,27.2,19.7,3.5,15.7,13.6,1042,Breakfast,Muscle Gain
321,Olive Oil,Healthy Fat,246,154,11.6,27.1,13.9,9.7,24.6,670,Lunch,Maintenance
322,Greek Yogurt,Protein,311,709,49.6,47.9,3.7,5.3,21.2,1085,Breakfast,Muscle Gain
323,Cheese,Dairy,161,295,16.5,36.7,7.1,0.6,8.9,473,Breakfast,Muscle Gain
324,Spinach,Vegetable,124,493,7.9,14.9,25.4,4.3,41.0,841,Breakfast,Muscle Gain
325,Carrot,Vegetable,492,97,15.5,64.7,22.7,5.9,32.4,147,Snack,Weight Loss
326,Egg,Protein,444,240,44.4,89.2,37.6,16.6,11.9,1071,Dinner,Muscle Gain
327,Salmon,Protein,441,492,24.1,86.7,32.9,0.7,24.0,875,Dinner,Weight Loss
328,Apple,Fruit,406,143,11.8,15.4,1.1,10.1,38.2,234,Lunch,Maintenance
329,Orange,Fruit,186,674,10.1,82.2,10.3,1.5,5.6,681,Snack,Muscle Gain
330,Almonds,Healthy Fat,420,464,25.0,71.7,1.2,12.9,25.7,955,Dinner,Maintenance
331,Oats,Carbohydrate,285,675,44.1,3.6,21.4,5.2,19.0,226,Breakfast,Weight Loss
332,Avocado,Healthy Fat,267,655,34.7,88.1,39.6,14.2,34.0,145,Breakfast,Weight Loss
333,Salmon,Protein,214,439,11.2,83.7,25.9,4.8,7.8,788,Lunch,Muscle Gain
334,Tuna,Protein,321,407,5.9,0.7,11.4,19.3,37.1,99,Breakfast,Muscle Gain
335,Greek Yogurt,Protein,460,266,20.0,47.4,29.8,15.7,15.1,626,Snack,Muscle Gain
336,Greek Yogurt,Protein,319,260,22.6,90.2,5.9,0.7,10.6,760,Breakfast,Maintenance
337,Chicken Breast,Protein,421,482,26.2,1.9,2.2,5.3,26.3,1141,Dinner,Maintenance
338,Egg,Protein,121,505,50.8,62.4,35.5,2.3,48.2,891,Lunch,Muscle Gain
339,Peanut Butter,Healthy Fat,422,715,25.1,25.3,12.7,18.2,5.6,1025,Breakfast,Muscle Gain
340,Oats,Carbohydrate,403,215,51.5,96.2,30.4,18.9,42.6,298,Breakfast,Maintenance
341,Almonds,Healthy Fat,139,501,25.9,31.4,5.4,10.9,44.0,466,Lunch,Weight Loss
342,Salmon,Protein,95,49,56.7,51.4,0.3,4.5,20.6,568,Dinner,Muscle Gain
343,Chicken Breast,Protein,460,534,4.6,9.0,35.5,13.4,47.1,73,Breakfast,Weight Loss
344,Sweet Potato,Carbohydrate,138,664,22.9,16.8,32.4,14.9,23.1,763,Lunch,Muscle Gain
345,Egg,Protein,181,256,15.1,71.7,38.3,9.2,35.1,1065,Lunch,Weight Loss
346,Orange,Fruit,471,50,58.6,53.6,5.1,16.9,43.9,303,Breakfast,Weight Loss
347,Greek Yogurt,Protein,332,621,31.5,14.6,1.6,10.4,7.5,744,Dinner,Weight Loss
348,Brown Rice,Carbohydrate,262,253,8.8,49.9,39.6,2.5,29.6,753,Lunch,Muscle Gain
349,Orange,Fruit,373,86,32.9,95.2,8.7,17.3,20.9,785,Lunch,Muscle Gain
350,Orange,Fruit,474,799,35.3,48.9,2.5,17.9,2.5,125,Lunch,Weight Loss
351,Oats,Carbohydrate,327,445,17.1,54.5,18.0,1.7,48.7,241,Breakfast,Muscle Gain
352,Almonds,Healthy Fat,390,607,54.2,35.6,39.5,5.4,17.6,1158,Breakfast,Muscle Gain
353,Greek Yogurt,Protein,469,416,45.4,66.8,3.4,7.2,15.6,819,Breakfast,Weight Loss
354,Greek Yogurt,Protein,278,294,36.9,10.2,38.9,8.9,15.0,480,Snack,Maintenance
355,Almonds,Healthy Fat,484,370,10.4,25.0,28.2,18.6,10.0,200,Lunch,Muscle Gain
356,Sweet Potato,Carbohydrate,158,183,10.6,82.9,6.9,15.0,47.4,689,Dinner,Weight Loss
357,Spinach,Vegetable,88,791,28.3,55.5,27.6,16.3,26.6,645,Dinner,Muscle Gain
358,Avocado,Healthy Fat,198,642,25.9,5.2,20.8,19.9,9.0,998,Snack,Muscle Gain
359,Greek Yogurt,Protein,365,461,7.6,48.3,10.7,17.5,41.1,589,Dinner,Maintenance
360,Milk,Dairy,404,527,51.6,56.0,16.1,4.9,41.7,538,Dinner,Muscle Gain
361,Milk,Dairy,286,614,59.8,64.5,16.2,5.3,36.0,651,Snack,Weight Loss
362,Cheese,Dairy,32,575,10.6,35.3,11.4,15.7,7.9,714,Breakfast,Muscle Gain
363,Tuna,Protein,491,603,48.6,90.0,4.6,2.2,19.5,839,Dinner,Weight Loss
364,Apple,Fruit,462,761,32.5,39.9,33.7,8.2,34.3,937,Snack,Maintenance
365,Broccoli,Vegetable,251,376,31.9,94.6,14.3,7.9,11.5,985,Lunch,Muscle Gain
366,Olive Oil,Healthy Fat,427,216,19.9,90.5,31.9,19.9,10.3,1133,Dinner,Maintenance
367,Brown Rice,Carbohydrate,453,704,46.7,99.8,8.5,4.5,7.4,701,Breakfast,Muscle Gain
368,Oats,Carbohydrate,286,82,28.5,14.5,21.4,19.5,12.2,1163,Dinner,Maintenance
369,Olive Oil,Healthy Fat,93,375,11.5,28.3,35.4,18.4,7.8,1126,Lunch,Maintenance
370,Sweet Potato,Carbohydrate,216,241,26.1,81.5,32.2,1.9,41.3,630,Snack,Maintenance
371,Peanut Butter,Healthy Fat,259,200,31.6,3.0,34.0,3.1,30.9,1008,Snack,Maintenance
372,Orange,Fruit,39,694,1.7,68.6,36.2,19.3,42.2,315,Dinner,Weight Loss
373,Broccoli,Vegetable,479,527,55.9,4.6,39.7,15.6,36.3,767,Dinner,Muscle Gain
374,Milk,Dairy,351,86,58.6,7.3,3.6,19.0,7.8,199,Dinner,Maintenance
375,Tuna,Protein,276,240,58.8,8.6,4.2,1.0,24.9,1184,Dinner,Muscle Gain
376,Apple,Fruit,366,498,6.5,62.3,31.2,19.5,23.1,824,Dinner,Weight Loss
377,Broccoli,Vegetable,81,349,19.6,56.6,10.0,3.4,17.3,95,Breakfast,Weight Loss
378,Tuna,Protein,427,751,38.6,52.2,3.2,10.6,28.6,555,Dinner,Weight Loss
379,Cheese,Dairy,252,465,57.1,39.3,30.4,3.5,41.1,263,Snack,Maintenance
380,Salmon,Protein,254,115,2.6,49.7,24.4,0.1,48.8,439,Snack,Maintenance
381,Almonds,Healthy Fat,477,507,30.3,98.1,17.1,14.5,36.6,222,Lunch,Muscle Gain
382,Olive Oil,Healthy Fat,130,411,50.7,86.5,31.8,7.9,8.4,592,Snack,Muscle Gain
383,Olive Oil,Healthy Fat,390,121,13.7,70.4,17.4,7.6,10.9,845,Breakfast,Weight Loss
384,Oats,Carbohydrate,44,48,55.4,12.1,38.2,3.9,28.5,910,Lunch,Maintenance
385,Avocado,Healthy Fat,214,41,30.0,48.1,26.7,9.1,18.1,832,Lunch,Maintenance
386,Almonds,Healthy Fat,293,582,55.3,50.3,34.2,8.8,11.3,154,Breakfast,Muscle Gain
387,Banana,Fruit,424,288,4.7,20.8,31.0,4.5,49.1,1045,Dinner,Muscle Gain
388,Chicken Breast,Protein,278,413,45.1,40.6,14.2,2.8,5.0,1031,Dinner,Muscle Gain
389,Almonds,Healthy Fat,448,156,40.5,64.2,30.9,10.2,42.5,354,Dinner,Weight Loss
390,Egg,Protein,120,711,14.5,85.6,9.7,18.8,9.2,600,Breakfast,Maintenance
391,Apple,Fruit,111,378,57.1,82.3,3.7,9.1,15.9,22,Breakfast,Maintenance
392,Milk,Dairy,76,78,46.4,15.7,26.2,10.2,25.4,1124,Lunch,Muscle Gain
393,Oats,Carbohydrate,357,462,0.6,93.5,17.9,7.2,29.8,771,Breakfast,Weight Loss
394,Broccoli,Vegetable,250,362,59.5,63.1,5.6,12.3,36.5,680,Snack,Maintenance
395,Milk,Dairy,93,797,38.1,24.8,23.5,3.0,9.8,742,Lunch,Weight Loss
396,Avocado,Healthy Fat,105,299,27.4,30.5,6.0,11.4,19.3,1097,Lunch,Maintenance
397,Peanut Butter,Healthy Fat,286,654,3.7,17.1,13.4,13.7,28.0,703,Snack,Muscle Gain
398,Peanut Butter,Healthy Fat,426,509,55.8,61.7,4.4,10.5,0.8,595,Snack,Muscle Gain
399,Tuna,Protein,114,700,0.5,30.3,17.4,10.6,35.7,1063,Snack,Maintenance
400,Cheese,Dairy,40,678,12.3,46.8,31.1,2.7,11.4,1141,Breakfast,Maintenance
401,Sweet Potato,Carbohydrate,136,800,3.4,64.2,35.7,18.0,2.9,160,Dinner,Muscle Gain
402,Banana,Fruit,441,634,22.0,78.7,3.4,17.8,43.4,331,Breakfast,Weight Loss
403,Broccoli,Vegetable,31,780,6.5,90.2,0.3,6.4,35.4,719,Breakfast,Maintenance
404,Spinach,Vegetable,266,416,55.6,97.7,5.7,4.4,14.8,232,Dinner,Maintenance
405,Brown Rice,Carbohydrate,390,398,16.7,88.0,3.4,13.8,43.0,520,Lunch,Muscle Gain
406,Orange,Fruit,394,474,33.7,66.7,13.3,7.0,7.5,47,Dinner,Muscle Gain
407,Peanut Butter,Healthy Fat,93,756,58.6,73.5,19.9,9.4,39.7,90,Breakfast,Muscle Gain
408,Brown Rice,Carbohydrate,363,255,34.2,39.9,16.5,1.9,44.0,954,Lunch,Weight Loss
409,Avocado,Healthy Fat,150,160,51.4,45.8,23.5,4.1,42.5,761,Snack,Maintenance
410,Salmon,Protein,173,774,3.7,15.4,13.3,19.1,29.0,1021,Breakfast,Weight Loss
411,Olive Oil,Healthy Fat,438,694,44.6,22.1,30.1,11.9,4.2,434,Snack,Muscle Gain
412,Egg,Protein,498,748,34.3,12.2,2.1,0.5,32.0,766,Snack,Weight Loss
413,Egg,Protein,199,472,16.5,51.4,2.4,1.2,48.0,1079,Lunch,Weight Loss
414,Brown Rice,Carbohydrate,240,684,37.0,55.8,6.6,13.4,25.1,1115,Breakfast,Muscle Gain
415,Egg,Protein,257,202,57.9,83.4,10.9,6.8,42.4,180,Dinner,Maintenance
416,Cheese,Dairy,47,386,19.7,57.0,32.5,11.3,43.3,161,Dinner,Maintenance
417,Apple,Fruit,285,483,26.5,91.8,18.6,6.6,49.2,539,Breakfast,Weight Loss
418,Oats,Carbohydrate,127,566,14.2,76.4,0.1,13.8,32.7,553,Breakfast,Maintenance
419,Cheese,Dairy,290,499,57.8,66.3,14.8,18.6,25.2,976,Lunch,Weight Loss
420,Orange,Fruit,266,526,48.5,85.7,13.1,6.6,24.5,915,Breakfast,Weight Loss
421,Orange,Fruit,369,569,49.9,66.6,0.0,9.9,9.4,310,Snack,Weight Loss
422,Avocado,Healthy Fat,157,404,18.4,40.2,23.8,2.6,6.6,207,Breakfast,Weight Loss
423,Oats,Carbohydrate,175,549,53.1,96.1,28.1,4.6,15.9,1100,Lunch,Maintenance
424,Egg,Protein,259,416,17.8,0.1,23.4,15.9,31.1,931,Lunch,Muscle Gain
425,Peanut Butter,Healthy Fat,377,670,40.7,64.1,26.3,19.2,30.9,1070,Breakfast,Maintenance
426,Banana,Fruit,296,616,36.7,4.4,22.7,0.6,23.6,1027,Breakfast,Weight Loss
427,Brown Rice,Carbohydrate,80,356,53.2,38.0,37.5,5.0,4.9,629,Snack,Maintenance
428,Carrot,Vegetable,346,93,25.3,33.3,9.7,12.4,1.5,1059,Snack,Weight Loss
429,Orange,Fruit,66,341,45.6,76.0,8.6,4.8,27.7,302,Lunch,Weight Loss
430,Almonds,Healthy Fat,370,781,55.3,65.3,20.8,2.2,21.3,77,Breakfast,Weight Loss
431,Banana,Fruit,34,540,37.5,32.6,34.5,7.6,4.3,370,Dinner,Muscle Gain
432,Olive Oil,Healthy Fat,323,90,46.9,59.7,5.3,0.8,37.9,193,Dinner,Weight Loss
433,Salmon,Protein,149,286,35.9,69.2,13.8,9.2,26.3,359,Snack,Maintenance
434,Salmon,Protein,146,272,36.3,53.0,39.1,10.3,18.1,285,Breakfast,Weight Loss
435,Broccoli,Vegetable,489,185,16.4,51.3,20.9,15.6,11.3,786,Lunch,Muscle Gain
436,Tuna,Protein,276,178,52.4,6.3,1.6,7.9,46.3,319,Dinner,Weight Loss
437,Peanut Butter,Healthy Fat,271,405,29.0,20.1,17.0,8.4,21.2,830,Snack,Maintenance
438,Greek Yogurt,Protein,203,64,10.7,78.6,16.7,15.6,19.4,966,Dinner,Muscle Gain
439,Spinach,Vegetable,371,568,7.8,29.0,9.2,6.0,47.6,212,Breakfast,Maintenance
440,Milk,Dairy,411,246,10.9,82.4,16.5,16.6,48.4,678,Lunch,Weight Loss
441,Almonds,Healthy Fat,441,341,53.2,5.4,37.7,16.9,49.8,246,Dinner,Maintenance
442,Peanut Butter,Healthy Fat,106,703,58.3,4.0,32.8,8.8,7.5,323,Breakfast,Maintenance
443,Almonds,Healthy Fat,137,704,39.4,49.2,1.1,15.0,9.8,117,Lunch,Maintenance
444,Greek Yogurt,Protein,35,734,20.9,21.1,33.5,9.0,11.3,223,Breakfast,Maintenance
445,Salmon,Protein,376,670,50.6,90.0,25.7,10.1,24.5,831,Snack,Muscle Gain
446,Carrot,Vegetable,207,655,27.4,82.7,5.0,6.8,13.4,960,Dinner,Weight Loss
447,Cheese,Dairy,122,537,21.1,82.0,26.4,4.7,25.6,338,Breakfast,Muscle Gain
448,Carrot,Vegetable,373,643,6.9,76.7,24.8,14.5,1.7,1050,Dinner,Weight Loss
449,Apple,Fruit,398,356,19.1,37.5,19.4,10.5,14.7,1111,Lunch,Weight Loss
450,Milk,Dairy,280,580,55.3,0.8,27.4,12.2,17.9,1199,Breakfast,Maintenance
451,Broccoli,Vegetable,171,313,47.3,37.7,1.1,8.5,30.5,456,Lunch,Muscle Gain
452,Orange,Fruit,165,349,53.7,83.1,31.4,6.3,32.8,421,Snack,Muscle Gain
453,Carrot,Vegetable,242,482,17.2,16.6,21.6,1.3,6.4,541,Dinner,Maintenance
454,Olive Oil,Healthy Fat,96,67,23.3,26.2,15.0,3.2,30.0,513,Breakfast,Muscle Gain
455,Avocado,Healthy Fat,124,147,14.7,2.2,21.7,9.1,34.5,349,Dinner,Maintenance
456,Olive Oil,Healthy Fat,300,360,16.1,32.8,0.3,17.8,18.3,90,Snack,Weight Loss
457,Avocado,Healthy Fat,386,240,9.5,49.0,32.6,19.3,10.7,350,Breakfast,Weight Loss
458,Peanut Butter,Healthy Fat,243,323,17.9,93.6,15.7,12.7,22.5,831,Breakfast,Weight Loss
459,Carrot,Vegetable,74,159,2.4,21.7,12.3,13.5,2.8,242,Lunch,Maintenance
460,Banana,Fruit,76,507,10.1,61.1,10.4,15.5,6.8,67,Breakfast,Muscle Gain
461,Milk,Dairy,282,568,44.0,30.5,33.9,15.7,14.6,827,Dinner,Maintenance
462,Almonds,Healthy Fat,429,168,4.1,23.7,9.4,1.8,48.7,1100,Breakfast,Muscle Gain
463,Chicken Breast,Protein,445,648,34.4,90.2,32.9,4.7,46.0,1017,Breakfast,Muscle Gain
464,Peanut Butter,Healthy Fat,472,488,50.3,9.6,19.2,8.5,38.5,961,Breakfast,Maintenance
465,Orange,Fruit,488,399,39.0,33.7,15.4,3.2,22.5,908,Breakfast,Maintenance
466,Chicken Breast,Protein,309,284,19.0,51.7,22.3,15.2,15.3,623,Dinner,Maintenance
467,Peanut Butter,Healthy Fat,401,785,31.1,18.1,37.6,7.3,40.8,476,Snack,Maintenance
468,Brown Rice,Carbohydrate,379,754,3.3,47.6,6.9,3.8,4.5,1020,Lunch,Weight Loss
469,Chicken Breast,Protein,291,244,14.9,35.7,10.5,11.7,31.3,952,Dinner,Weight Loss
470,Greek Yogurt,Protein,125,518,52.2,88.7,13.7,5.1,3.3,234,Snack,Maintenance
471,Chicken Breast,Protein,478,450,31.4,48.2,34.3,18.1,43.8,709,Snack,Maintenance
472,Salmon,Protein,292,367,1.9,75.8,29.7,11.7,21.0,171,Snack,Weight Loss
473,Apple,Fruit,290,122,2.3,98.3,13.8,7.3,35.8,127,Dinner,Weight Loss
474,Avocado,Healthy Fat,264,639,42.6,60.5,18.4,20.0,35.1,319,Lunch,Weight Loss
475,Broccoli,Vegetable,60,782,15.7,51.1,39.6,11.7,19.4,828,Breakfast,Maintenance
476,Egg,Protein,34,339,51.6,34.1,14.8,6.2,4.6,979,Dinner,Maintenance
477,Olive Oil,Healthy Fat,217,306,47.0,44.6,15.4,15.7,25.5,678,Lunch,Muscle Gain
478,Cheese,Dairy,38,392,20.2,42.3,30.5,3.7,10.8,153,Breakfast,Maintenance
479,Tuna,Protein,344,785,56.8,89.3,17.1,19.9,10.7,826,Dinner,Weight Loss
480,Orange,Fruit,69,142,15.0,3.1,8.0,10.9,18.1,413,Lunch,Weight Loss
481,Almonds,Healthy Fat,70,79,23.9,62.4,36.7,10.8,44.6,1164,Snack,Maintenance
482,Salmon,Protein,180,735,35.0,10.3,20.4,12.1,27.7,434,Snack,Muscle Gain
483,Broccoli,Vegetable,254,542,29.1,13.0,18.3,8.9,22.0,25,Lunch,Maintenance
484,Almonds,Healthy Fat,128,146,3.4,35.1,22.6,5.6,11.9,536,Dinner,Muscle Gain
485,Banana,Fruit,209,588,31.5,66.6,25.6,5.6,7.7,458,Lunch,Weight Loss
486,Orange,Fruit,367,208,51.7,34.2,14.9,17.1,46.6,62,Breakfast,Maintenance
487,Orange,Fruit,210,630,0.5,33.2,8.4,3.1,2.2,55,Snack,Muscle Gain
488,Chicken Breast,Protein,292,216,13.8,7.8,11.8,14.9,45.3,57,Snack,Weight Loss
489,Spinach,Vegetable,149,636,47.0,34.2,19.7,14.2,39.3,1061,Dinner,Muscle Gain
490,Banana,Fruit,219,538,31.1,35.7,27.9,14.6,29.0,330,Dinner,Maintenance
491,Carrot,Vegetable,165,609,6.9,65.5,36.1,7.2,46.7,88,Dinner,Muscle Gain
492,Spinach,Vegetable,259,310,30.8,1.7,2.6,9.1,2.0,453,Dinner,Maintenance
493,Carrot,Vegetable,498,210,44.9,19.9,7.7,6.1,0.4,719,Lunch,Muscle Gain
494,Olive Oil,Healthy Fat,111,263,4.6,34.5,3.5,7.7,35.8,603,Dinner,Muscle Gain
495,Oats,Carbohydrate,269,137,22.7,37.5,26.9,1.4,2.6,380,Lunch,Maintenance
496,Egg,Protein,245,181,26.1,14.7,19.4,4.7,46.7,849,Dinner,Muscle Gain
497,Carrot,Vegetable,129,209,22.5,11.1,1.8,18.6,8.3,187,Lunch,Maintenance
498,Almonds,Healthy Fat,424,714,30.7,2.7,33.2,15.0,33.9,993,Dinner,Maintenance
499,Sweet Potato,Carbohydrate,258,733,50.5,89.9,4.5,3.7,35.1,653,Breakfast,Maintenance
500,Greek Yogurt,Protein,143,50,35.9,26.2,11.7,11.8,47.8,488,Lunch,Muscle Gain
501,Oats,Carbohydrate,189,678,9.2,97.9,28.0,9.4,2.6,900,Breakfast,Maintenance
502,Olive Oil,Healthy Fat,468,548,52.1,40.5,34.6,10.0,48.4,106,Breakfast,Maintenance
503,Olive Oil,Healthy Fat,456,43,14.8,56.2,19.6,9.2,47.1,645,Breakfast,Maintenance
504,Salmon,Protein,32,442,41.3,90.9,0.7,3.9,21.4,355,Breakfast,Muscle Gain
505,Salmon,Protein,54,282,29.9,61.5,25.5,10.1,22.7,847,Breakfast,Maintenance
506,Broccoli,Vegetable,496,581,40.9,0.4,19.4,8.8,32.5,998,Snack,Muscle Gain
507,Broccoli,Vegetable,387,538,26.9,41.8,8.8,6.1,47.5,514,Snack,Weight Loss
508,Peanut Butter,Healthy Fat,369,532,16.3,97.6,5.7,6.3,42.1,1138,Dinner,Weight Loss
509,Egg,Protein,204,713,44.6,11.4,18.8,0.6,43.7,506,Breakfast,Muscle Gain
510,Chicken Breast,Protein,412,734,23.8,22.3,22.9,17.7,5.1,580,Dinner,Maintenance
511,Cheese,Dairy,386,50,58.7,45.1,37.6,15.5,39.8,81,Snack,Weight Loss
512,Milk,Dairy,384,208,56.6,49.8,38.3,12.7,20.3,1032,Breakfast,Maintenance
513,Greek Yogurt,Protein,394,114,7.4,79.7,18.3,12.6,30.5,1,Snack,Maintenance
514,Broccoli,Vegetable,418,361,23.2,15.3,0.1,2.2,25.5,164,Dinner,Weight Loss
515,Apple,Fruit,149,391,8.7,36.4,15.6,4.4,34.3,1154,Dinner,Maintenance
516,Carrot,Vegetable,76,687,34.7,25.3,33.3,7.0,11.2,347,Snack,Muscle Gain
517,Orange,Fruit,426,318,14.3,28.3,25.4,17.7,12.5,3,Lunch,Maintenance
518,Olive Oil,Healthy Fat,78,412,7.1,51.9,31.6,3.0,10.1,737,Lunch,Maintenance
519,Milk,Dairy,144,50,46.3,96.8,31.6,5.6,18.5,934,Lunch,Maintenance
520,Brown Rice,Carbohydrate,51,325,15.7,2.7,17.4,4.3,15.4,961,Lunch,Maintenance
521,Carrot,Vegetable,462,443,5.6,26.0,14.2,5.0,13.8,638,Snack,Maintenance
522,Almonds,Healthy Fat,84,463,59.9,77.2,9.9,16.5,28.3,876,Breakfast,Muscle Gain
523,Orange,Fruit,181,696,10.6,67.7,24.4,1.8,41.4,297,Breakfast,Maintenance
524,Greek Yogurt,Protein,162,197,31.5,35.4,20.7,1.8,9.8,672,Lunch,Muscle Gain
525,Sweet Potato,Carbohydrate,483,442,15.2,35.2,15.4,11.7,44.5,16,Snack,Maintenance
526,Broccoli,Vegetable,46,247,45.2,70.3,20.2,3.6,34.3,703,Snack,Muscle Gain
527,Spinach,Vegetable,376,99,57.9,9.8,0.3,19.8,1.5,512,Snack,Maintenance
528,Spinach,Vegetable,62,284,51.6,68.3,29.1,6.3,18.9,820,Breakfast,Weight Loss
529,Avocado,Healthy Fat,86,110,49.1,69.6,1.4,4.2,40.2,828,Lunch,Muscle Gain
530,Broccoli,Vegetable,204,558,18.8,77.0,2.7,9.1,19.3,400,Dinner,Weight Loss
531,Greek Yogurt,Protein,365,139,25.6,12.0,22.9,9.0,27.7,943,Breakfast,Weight Loss
532,Salmon,Protein,211,256,39.7,49.7,36.8,12.2,39.8,126,Breakfast,Muscle Gain
533,Apple,Fruit,455,739,56.8,57.3,10.7,19.4,47.0,721,Lunch,Maintenance
534,Peanut Butter,Healthy Fat,399,569,59.2,91.9,11.7,8.8,8.6,371,Breakfast,Weight Loss
535,Broccoli,Vegetable,291,465,12.9,70.8,30.2,4.6,9.5,761,Dinner,Maintenance
