Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
Female,55,150.3,55.4,104,176,36.5,1005.2
Male,64,157.8,48.5,34,79,38.1,107.7
Female,21,175.2,55.0,165,129,36.4,1142.1
Female,40,172.6,47.6,129,79,36.5,502.5
Male,37,175.2,122.0,69,164,37.5,1376.6
Female,23,193.2,95.1,153,169,36.7,2433.3
Female,48,179.9,96.9,77,104,38.0,775.3
Male,38,168.1,122.9,59,161,39.4,1163.6
Female,64,191.6,101.4,147,67,37.8,989.3
Male,18,187.7,112.4,114,156,39.9,2022.2
Female,32,158.9,93.2,126,168,37.6,1973.1
Male,52,155.7,128.4,114,180,39.8,2624.7
Male,47,180.1,48.5,71,144,36.1,495.0
Female,60,172.2,107.6,23,85,36.5,224.9
Female,39,174.8,65.3,70,91,38.1,394.7
Male,52,174.5,104.5,138,167,37.6,2430.6
Male,43,177.5,83.9,77,137,38.5,894.7
Male,54,162.2,61.6,137,146,37.2,1219.2
Male,25,151.8,107.6,91,153,38.7,1500.7
Male,57,190.6,52.0,46,181,37.4,403.2
Male,43,182.5,89.6,58,128,36.5,683.8
Male,51,179.1,48.0,61,118,38.8,326.8
Female,26,178.6,55.7,120,106,37.0,725.8
Male,47,176.2,98.4,132,130,39.6,1695.0
Female,65,191.8,106.3,87,177,40.0,1657.2
Female,59,182.3,61.3,38,139,36.5,351.8
Male,65,176.1,103.2,89,121,39.9,1127.9
Male,56,174.4,114.8,103,126,37.9,1510.7
Female,19,185.4,120.3,112,189,38.1,2521.7
Male,37,150.2,57.5,44,180,36.1,484.1
Male,32,172.6,115.8,56,159,36.3,1043.0
Female,21,193.4,52.9,79,163,36.4,684.4
Female,55,163.0,109.4,159,103,39.9,1808.0
Male,30,174.8,114.9,176,129,38.2,2583.5
Female,48,169.1,49.0,166,75,39.1,625.9
Female,35,172.4,89.1,105,64,39.2,587.2
Female,27,189.8,112.7,154,147,38.8,2580.2
Female,47,174.9,65.0,140,104,38.7,952.2
Female,40,155.5,89.4,72,108,38.9,694.4
Male,65,166.3,65.0,38,157,37.4,360.8
Female,52,176.3,78.2,132,129,38.6,1356.0
Male,52,171.2,52.3,64,135,39.1,430.4
Male,49,167.7,50.5,157,188,36.4,1492.5
Male,49,177.2,83.9,20,82,36.5,158.6
Male,55,185.4,73.2,51,106,36.8,406.5
Female,43,154.7,94.3,56,99,39.4,545.2
Male,41,164.4,129.7,53,180,37.0,1240.9
Female,27,184.6,86.1,121,139,37.3,1466.3
Female,39,164.5,101.4,37,163,37.4,601.9
Male,63,189.3,105.1,145,150,39.6,2274.3
Female,60,185.6,118.5,127,85,37.3,1274.5
Male,65,187.0,58.8,155,95,39.6,860.4
Female,50,158.6,96.3,73,153,39.7,1098.4
Female,49,184.6,68.7,97,118,39.5,808.4
Female,23,192.8,83.0,179,112,38.2,1675.6
Female,43,183.2,81.3,148,187,37.7,2277.9
Female,37,185.5,52.9,21,107,39.3,106.7
Female,20,155.0,99.0,152,150,38.3,2278.2
Male,52,159.4,78.6,140,146,36.7,1631.9
Female,32,152.1,58.7,109,130,36.8,802.1
Male,47,165.2,101.9,107,87,37.5,972.7
Female,19,165.1,129.5,146,94,38.4,1768.7
Female,33,183.6,71.8,74,144,38.9,787.9
Female,32,164.1,73.8,34,107,38.4,265.9
Male,53,178.7,114.3,88,106,37.2,1042.1
Male,37,153.2,125.8,66,152,39.1,1266.6
Female,59,161.7,129.3,104,66,37.5,898.8
Female,52,178.9,124.7,157,78,38.9,1535.7
Female,49,151.9,102.9,95,116,37.8,1129.0
Female,29,175.8,90.1,156,118,36.7,1666.2
Male,44,172.7,71.5,178,127,38.9,1640.7
Male,55,185.6,107.2,165,84,37.2,1508.4
Female,47,193.0,126.0,124,165,39.5,2577.2
Female,56,165.2,89.4,93,149,37.7,1268.7
Female,39,173.7,80.3,176,146,37.7,2066.5
Male,18,160.0,97.9,119,180,39.7,2122.5
Male,53,164.9,69.9,94,178,38.9,1157.4
Female,61,153.4,77.5,122,132,37.8,1237.7
Male,44,154.8,127.7,157,97,38.3,1942.3
Female,62,170.7,94.9,133,183,39.0,2318.8
Male,51,192.4,65.5,104,110,36.9,763.7
Female,60,180.8,62.0,152,137,36.0,1311.5
Female,29,156.5,48.8,174,127,39.0,1077.1
Female,31,175.6,129.2,86,172,36.5,1903.2
Male,44,193.0,80.1,51,167,39.8,675.5
Female,18,183.6,61.6,116,180,38.9,1288.4
Male,55,154.7,80.6,26,79,36.9,192.1
Male,24,180.5,97.2,39,189,39.8,720.2
Female,44,163.9,59.8,55,118,36.3,414.2
Male,31,190.1,128.1,156,117,36.5,2317.1
Male,26,188.9,120.2,19,147,37.2,350.5
Female,21,192.3,70.1,154,162,36.1,1730.5
Male,61,185.4,50.3,32,135,38.9,240.6
Male,63,172.4,75.4,123,65,37.3,620.1
Male,44,166.4,54.9,109,142,37.1,871.9
Female,54,161.0,125.4,129,86,36.2,1406.7
Male,53,171.8,122.5,133,170,37.2,2739.9
Female,42,156.9,48.8,177,95,38.5,827.0
Male,46,177.8,119.7,156,79,39.1,1458.1
Male,39,164.1,128.0,100,87,36.9,1125.3
Female,50,173.7,94.9,56,90,38.6,506.6
Female,40,164.8,124.1,161,157,36.2,3140.1
Female,43,151.4,101.2,63,124,36.8,782.2
Male,57,179.6,97.2,176,177,38.4,3052.2
Female,60,190.8,58.1,163,165,36.9,1545.1
Male,61,184.6,64.9,69,136,36.2,598.9
Female,39,191.6,57.5,168,89,39.6,882.5
Female,58,165.2,74.3,17,149,36.2,174.3
Female,26,168.9,125.6,42,179,36.1,960.1
Female,62,193.0,48.0,13,171,38.6,85.6
Male,27,183.7,91.3,24,102,39.9,249.6
Female,45,178.8,106.8,111,143,38.3,1708.4
Male,33,176.9,116.5,138,68,37.3,1099.5
Male,61,175.1,62.1,80,160,38.5,777.8
Female,56,173.6,105.5,62,168,38.9,1085.6
Male,48,158.3,60.3,75,152,39.3,673.8
Female,58,158.7,67.0,154,178,39.9,1859.4
Female,60,162.7,79.2,39,130,38.9,383.9
Male,64,153.2,116.3,18,165,39.9,318.9
Female,24,163.1,75.3,160,138,38.5,1674.8
Male,64,169.7,82.7,100,81,39.9,652.3
Male,52,175.9,67.6,49,86,36.0,284.5
Male,62,179.3,129.3,155,160,36.8,3191.8
Female,51,152.8,124.6,178,133,38.1,2964.8
Male,38,170.4,59.7,121,169,39.6,1233.8
Female,54,194.9,78.1,179,164,38.1,2298.9
Female,18,165.4,77.7,120,120,39.6,1145.9
Female,41,159.4,107.5,69,117,37.1,860.7
Male,53,166.8,83.7,152,130,37.5,1674.8
Male,20,152.1,98.5,104,171,37.8,1723.3
Male,52,166.7,78.8,113,126,36.5,1092.3
Male,35,152.9,129.3,77,85,38.8,843.2
Female,36,154.2,94.1,48,91,37.6,422.9
Female,34,178.1,48.9,67,182,36.5,571.1
Male,29,190.7,100.8,56,118,39.3,648.7
Female,34,165.4,78.2,37,98,36.4,281.1
Female,36,173.7,82.2,103,129,37.2,1067.1
Male,22,156.7,127.4,171,172,39.3,3743.4
Female,18,160.1,110.6,88,82,38.8,794.2
Male,48,185.2,126.7,78,131,37.2,1314.5
Male,58,171.9,71.2,81,64,36.5,381.4
Male,29,185.8,103.8,104,98,36.5,1039.5
Female,55,179.5,50.3,115,107,38.4,622.4
Male,65,163.0,47.4,53,126,37.6,329.8
Male,63,188.4,88.7,119,169,39.1,1756.9
Male,59,187.1,51.3,160,93,36.7,769.2
Male,24,161.0,115.7,129,107,38.8,1575.8
Male,39,178.5,122.2,162,155,36.9,3074.8
Male,35,184.0,111.5,30,167,36.6,562.1
Male,30,164.9,76.7,43,125,36.5,382.6
Male,22,186.8,127.0,49,90,39.6,552.5
Female,46,160.0,87.6,130,123,36.4,1414.0
Female,52,185.5,85.3,41,106,38.2,375.2
Female,30,192.3,116.9,19,156,38.0,347.2
Female,65,170.6,89.3,171,88,38.9,1353.2
Female,32,192.1,110.8,76,85,37.3,698.0
Female,57,160.8,51.1,10,176,38.3,99.5
Male,56,163.0,76.6,97,138,36.4,1023.2
Male,53,178.2,46.7,143,75,37.6,517.1
Male,37,150.3,47.3,59,75,39.8,222.2
Female,21,171.8,68.1,132,96,37.6,877.5
Male,20,151.4,108.5,77,110,38.7,909.2
Male,20,186.3,99.2,36,93,39.9,344.0
Male,38,156.4,71.7,150,138,38.7,1505.9
Male,39,156.9,82.9,153,127,37.1,1595.8
Male,65,174.4,94.8,19,91,39.8,137.6
Female,52,186.2,48.6,143,150,39.9,1036.1
Female,28,166.1,55.0,141,167,36.0,1308.1
Male,19,183.4,95.6,124,166,38.0,1958.7
Female,61,166.2,70.9,136,160,38.7,1562.1
Female,18,187.2,123.6,47,68,38.1,389.3
Female,54,165.1,107.7,105,162,37.6,1822.9
Male,19,164.0,80.9,79,172,37.0,1096.5
Male,48,180.1,60.7,135,66,38.7,519.3
Female,26,163.2,100.9,81,141,40.0,1129.7
Male,36,167.0,45.8,16,141,36.9,84.1
Female,36,154.7,50.6,153,103,38.5,773.6
Female,49,184.8,112.2,162,176,37.9,3210.1
Female,30,163.1,106.3,166,175,38.9,3061.1
Male,35,170.5,79.8,102,189,37.5,1567.3
Male,56,174.8,108.4,166,71,38.9,1304.5
Female,55,167.1,74.8,136,99,37.2,983.9
Male,33,185.0,120.9,142,79,39.7,1352.2
Female,26,188.2,100.2,149,80,39.4,1183.4
Male,62,160.8,45.2,26,107,37.9,127.0
Female,27,180.1,129.5,72,84,36.9,761.6
Male,23,161.9,69.8,110,66,36.2,514.0
Male,29,193.4,86.2,33,138,36.2,390.5
Male,51,174.5,63.0,51,71,39.6,214.9
Female,60,155.8,117.4,136,149,39.8,2359.3
Male,23,186.4,58.8,177,182,38.1,1909.3
Female,40,192.8,121.5,52,132,38.8,854.6
Male,21,164.0,108.5,125,97,37.7,1289.8
Male,54,155.7,98.6,34,124,36.5,406.7
Male,42,161.2,128.9,53,81,39.2,540.2
Female,24,182.6,106.2,20,186,38.1,414.3
Male,43,159.3,66.4,147,67,38.0,642.7
Male,47,178.2,49.3,21,174,36.0,202.2
Female,21,187.5,53.0,113,132,37.1,815.6
Male,37,162.3,70.5,63,104,37.4,491.1
Female,20,164.0,49.1,31,147,36.6,232.8
Female,64,166.9,87.3,135,61,37.1,719.7
Female,27,177.5,83.8,116,180,36.3,1776.7
Male,45,185.7,92.3,110,73,38.2,744.2
Female,23,158.6,117.5,16,137,36.8,260.7
Female,58,159.7,86.7,123,119,39.6,1264.5
Female,42,183.7,114.0,145,123,37.7,2027.1
Male,47,187.3,92.9,37,102,38.0,356.6
Male,29,167.8,82.7,144,82,37.8,960.3
Male,41,172.3,127.1,138,183,39.0,3237.1
Female,55,170.3,95.4,135,95,37.2,1213.6
Male,41,188.8,109.9,82,190,37.9,1713.3
Male,23,192.5,67.0,154,140,40.0,1441.0
Female,47,174.7,73.4,123,156,38.5,1400.3
Male,37,187.1,70.2,167,93,36.1,1083.0
Male,34,182.2,116.6,174,183,39.0,3697.5
Female,21,159.4,123.7,53,85,37.8,541.3
Female,61,174.1,128.1,145,134,39.9,2469.8
Female,30,158.0,66.2,83,61,38.6,325.9
Male,52,193.4,103.7,55,66,38.6,352.2
Male,23,182.5,114.5,78,95,39.4,862.0
Male,51,167.2,65.8,179,172,39.2,2014.0
Female,62,165.0,55.0,59,170,37.3,555.6
Female,41,154.6,96.8,24,128,37.4,272.7
Female,55,179.0,108.1,75,114,36.1,930.6
Female,28,162.0,65.3,36,150,38.9,370.1
Female,39,180.7,60.0,33,153,38.2,298.2
Male,60,183.7,103.4,134,81,36.0,1149.0
Female,53,154.8,51.5,119,180,36.0,1130.4
Female,18,176.8,105.6,35,146,36.1,537.5
Female,35,168.7,65.9,134,185,40.0,1637.7
Female,34,172.9,86.0,60,154,36.1,778.8
Female,49,172.4,114.8,143,126,37.3,2045.9
Male,53,186.7,103.9,10,152,38.7,144.9
Male,24,152.3,66.6,111,73,36.0,517.2
Male,20,187.2,127.8,29,67,37.1,265.5
Male,47,169.0,95.7,65,168,39.2,1065.8
Female,42,177.1,72.0,136,159,36.2,1561.7
Male,57,165.3,94.4,146,156,39.8,2174.1
Female,21,176.2,69.7,168,111,38.9,1297.4
Female,36,159.4,48.6,91,69,36.2,325.8
Male,39,150.0,119.6,35,141,39.6,588.3
Female,49,173.8,89.0,168,163,39.7,2422.4
Male,65,193.6,86.1,65,141,37.7,791.7
Female,40,193.9,62.6,31,90,38.0,173.9
Female,28,182.2,81.0,82,166,37.7,1117.4
Female,45,187.1,112.3,102,75,37.8,829.9
Male,43,175.6,80.4,86,100,38.2,717.7
Male,39,165.9,66.6,161,169,37.6,1809.0
Male,19,151.8,95.7,107,62,38.9,641.3
Male,47,154.4,116.6,158,174,39.2,3228.2
Male,21,160.6,83.0,111,71,38.9,651.5
Female,36,190.8,121.7,84,110,36.3,1109.2
Male,61,159.0,61.9,48,176,36.1,534.9
Male,21,157.0,47.4,70,137,38.8,444.1
Male,19,187.8,53.6,59,89,39.4,278.5
Male,40,186.6,48.1,98,145,38.9,687.5
Female,21,163.3,64.3,139,87,39.1,764.8
Female,60,158.9,57.9,172,174,39.7,1758.4
Male,30,161.3,83.5,143,109,37.5,1295.3
Female,51,155.7,61.0,86,133,37.0,687.8
Female,57,171.7,99.6,130,138,39.1,1764.6
Male,43,182.2,52.1,164,170,38.9,1425.4
Female,53,158.5,73.4,129,71,39.4,644.1
Male,34,156.6,76.0,88,132,38.0,855.5
Male,65,159.7,100.7,38,86,37.9,339.3
Male,38,179.4,75.6,155,179,39.7,2098.0
Female,46,152.7,125.1,170,78,38.9,1675.7
Male,44,170.7,64.1,86,188,38.5,1045.4
Female,34,178.2,121.5,78,132,40.0,1238.3
Female,44,170.2,77.6,18,179,36.9,245.9
Female,31,168.7,63.1,137,143,37.9,1213.3
Female,19,183.5,83.3,70,176,39.1,1030.9
Female,41,167.3,63.9,93,88,39.8,528.3
Male,28,189.4,127.0,46,132,38.5,747.5
Female,37,182.2,81.1,152,143,36.2,1779.5
Female,23,150.4,106.0,139,82,40.0,1191.3
Female,20,164.2,67.8,47,104,38.7,322.4
Female,42,164.5,81.0,32,74,37.2,212.7
Female,53,183.9,50.9,18,99,39.2,112.4
Female,50,164.1,106.5,169,139,37.6,2505.4
Male,32,193.0,85.8,136,78,36.6,885.9
Male,22,177.3,123.9,113,157,39.2,2208.7
Female,54,178.0,73.5,100,107,38.6,782.7
Female,26,172.6,110.3,158,91,39.3,1607.5
Female,44,162.2,83.2,48,68,36.6,286.1
Male,47,188.2,60.7,173,159,36.5,1696.3
Male,28,155.5,115.5,123,176,36.5,2508.0
Male,37,175.1,115.5,57,147,38.0,970.2
Male,40,175.1,72.1,151,185,38.2,2004.0
Male,58,162.7,98.8,131,108,39.0,1369.9
Male,40,194.2,61.7,141,189,37.3,1662.7
Male,27,168.0,58.1,169,137,38.3,1333.2
Male,40,183.3,83.7,134,177,38.4,1986.8
Female,36,173.9,94.0,21,140,39.7,305.1
Male,65,176.1,51.5,17,154,39.0,127.7
Male,22,164.8,63.2,57,128,39.7,467.4
Male,54,188.1,73.1,18,154,37.1,176.5
Female,30,165.8,67.0,120,122,37.2,1000.4
Female,57,180.8,91.4,112,139,38.7,1437.3
Male,43,165.7,45.3,126,184,37.0,1025.6
Male,37,168.3,86.4,44,122,38.7,442.0
Male,25,163.3,87.8,122,122,38.8,1283.3
Male,46,192.9,112.7,24,62,36.7,188.0
Male,48,162.1,45.4,142,157,37.0,1019.1
Male,45,179.9,109.5,28,118,37.8,342.2
Female,52,159.1,78.2,12,104,39.0,81.6
Male,19,171.2,94.9,23,138,37.4,309.8
Male,27,163.5,110.9,83,73,39.3,666.4
Female,39,167.8,129.8,85,124,39.3,1364.6
Female,23,190.5,89.3,138,171,38.1,2110.4
Male,45,158.7,125.4,43,154,37.5,816.1
Male,20,178.0,103.0,167,85,37.0,1447.6
Female,34,163.6,117.2,94,104,38.7,1136.2
Male,20,155.5,124.2,154,76,38.9,1461.5
Female,28,166.0,67.3,84,158,39.1,887.6
Female,19,178.9,105.8,31,91,39.1,299.4
Female,26,170.6,73.1,86,72,37.3,469.0
Male,44,187.4,110.4,97,128,38.5,1355.9
Female,21,187.9,111.7,106,133,38.8,1584.2
Male,44,193.7,110.6,105,132,37.9,1507.0
Female,26,184.1,125.4,142,173,36.4,3080.8
Female,33,173.4,76.0,110,134,38.2,1129.1
Female,48,156.0,83.1,80,130,37.4,836.8
Male,18,172.8,50.8,131,76,36.1,519.6
Male,56,174.9,73.1,173,67,38.6,874.6
Female,47,153.5,75.7,106,64,37.0,488.0
Male,39,184.5,84.4,147,176,37.5,2179.2
Female,61,189.9,116.5,174,74,39.8,1479.7
Male,33,193.2,116.3,63,137,36.1,1028.9
Female,44,168.4,82.7,108,133,39.8,1203.1
Male,24,165.8,113.2,129,118,38.3,1707.4
Female,39,179.6,91.0,91,71,36.5,570.5
Female,38,150.8,123.3,100,84,36.2,1051.6
Female,64,153.8,73.1,178,173,37.3,2257.3
Female,37,187.8,117.0,58,99,37.9,691.8
Female,24,192.2,115.6,82,108,40.0,1052.5
Female,58,184.1,52.0,96,67,39.3,340.9
Female,46,172.2,112.1,114,94,39.7,1223.9
Male,65,180.0,100.2,28,106,36.7,302.9
Male,47,174.8,80.1,119,146,38.0,1381.1
Male,60,170.2,57.4,20,162,39.1,210.3
Female,56,169.3,57.9,28,110,37.7,174.8
Male,23,188.5,48.4,64,78,39.1,257.4
Male,54,193.7,70.5,60,168,36.3,683.0
Female,49,180.0,74.6,16,143,36.4,185.4
Male,26,152.3,63.9,18,71,36.9,54.4
Male,38,194.3,82.6,150,176,38.9,2162.4
Female,26,178.2,99.1,31,106,38.8,325.1
Female,57,159.9,82.8,107,158,36.2,1395.9
Male,43,183.6,112.2,133,111,39.7,1643.5
Female,36,175.3,75.6,99,108,37.7,801.9
Female,56,155.1,50.4,45,65,39.0,176.3
Male,55,168.9,109.1,96,184,39.7,1924.2
Male,28,160.3,96.2,70,115,36.1,755.5
Female,48,192.5,120.4,109,117,37.4,1508.9
Female,32,168.2,66.1,98,84,40.0,545.5
Male,34,182.4,103.6,47,189,38.2,939.4
Female,36,191.0,65.3,19,71,39.6,87.0
Female,63,167.0,112.4,57,93,36.9,591.4
Female,35,155.0,68.8,170,138,37.0,1593.6
Male,59,176.7,86.9,12,112,38.8,144.5
Female,21,153.2,95.9,53,65,39.9,313.7
Male,30,162.1,90.4,47,76,36.7,343.4
Female,34,182.8,67.9,152,110,37.6,1120.0
Male,20,170.0,92.1,153,153,39.7,2149.2
Female,62,191.4,99.4,15,148,39.0,248.2
Female,49,193.2,104.1,144,188,39.7,2802.4
Male,29,182.3,96.4,137,105,39.2,1407.5
Male,36,166.7,113.7,104,91,37.6,1101.9
Female,50,189.0,84.1,77,187,38.4,1223.8
Female,65,178.5,82.3,62,152,38.8,763.1
Female,27,181.2,118.3,158,170,36.3,3188.4
Female,56,171.0,77.9,87,147,39.5,995.1
Female,28,181.0,118.5,98,154,38.1,1766.1
Male,47,152.4,102.9,99,173,38.5,1769.4
Female,38,170.9,114.9,166,123,38.5,2328.7
Female,34,189.9,76.4,123,183,37.4,1707.7
Male,41,188.9,113.6,61,87,39.8,580.2
Female,51,187.5,51.0,96,84,38.7,401.6
Male,20,188.4,125.6,142,104,36.7,1835.1
Female,63,170.2,127.8,113,180,37.5,2616.4
Male,34,193.4,82.5,129,107,36.3,1129.6
Male,46,159.6,48.2,94,71,37.8,338.1
Male,56,177.0,118.9,51,161,36.2,973.9
Male,30,182.4,100.8,68,119,36.3,792.4
Female,37,177.0,112.5,172,86,37.3,1645.4
Female,45,152.8,49.5,85,145,38.1,620.7
Male,55,191.6,98.7,177,131,36.2,2268.9
Female,25,150.5,102.2,20,152,39.5,300.4
Male,36,156.8,61.6,14,69,37.5,30.1
Male,24,173.7,107.1,104,92,39.7,1032.8
Male,64,162.7,59.7,167,131,36.7,1299.1
Female,61,161.2,71.0,144,140,38.1,1419.5
Male,45,194.5,103.8,145,133,36.4,1987.2
Female,50,189.1,128.5,20,158,38.8,418.4
Male,52,159.5,93.0,140,114,39.5,1488.7
Female,58,177.2,75.5,164,163,37.0,2033.6
Female,39,166.6,81.5,49,190,36.6,752.7
Male,45,177.5,111.2,131,132,39.1,1950.7
Female,27,165.1,113.1,23,155,39.6,411.6
Female,54,164.4,55.0,35,162,37.1,330.5
Male,26,167.9,80.3,103,116,38.6,934.7
Female,28,166.2,108.0,158,67,39.7,1162.6
Female,48,165.7,92.3,176,142,40.0,2324.2
Male,62,175.8,125.6,19,66,38.6,186.3
Male,49,177.6,119.2,154,168,36.6,3092.0
Male,27,177.3,82.9,31,176,38.1,463.9
Male,31,172.2,127.2,103,181,37.4,2345.6
Female,43,158.4,122.6,10,139,36.2,188.9
Male,62,152.3,53.9,82,77,39.6,350.1
Female,58,152.7,110.2,128,146,37.7,2034.4
Female,57,177.4,117.7,72,152,38.7,1302.2
Male,40,160.8,50.3,167,171,39.9,1447.9
Female,39,167.1,88.6,61,95,37.8,526.1
Female,26,153.4,64.9,165,165,37.1,1790.5
Female,32,172.9,95.0,59,79,37.5,430.3
Male,32,181.6,59.5,61,124,37.1,457.1
Female,49,181.4,62.6,80,112,37.1,581.1
Male,48,170.3,73.9,118,91,36.6,773.8
Male,22,179.2,63.8,166,177,36.2,1897.1
Female,30,190.4,72.4,81,174,37.8,1050.1
Male,63,173.3,111.0,45,107,37.0,559.6
Male,65,172.6,66.0,27,114,38.9,222.2
Male,55,155.0,79.3,134,119,40.0,1280.0
Male,62,188.2,98.1,137,61,38.0,815.7
Female,37,178.6,129.9,10,136,37.8,192.4
Male,34,177.7,122.4,76,107,39.8,1008.7
Male,27,161.4,114.6,89,90,39.9,943.8
Female,33,187.8,118.2,179,176,38.7,3753.5
Female,37,182.4,77.7,109,145,39.3,1246.1
Female,37,184.0,126.1,143,178,39.3,3191.4
Male,53,152.6,62.6,176,186,39.6,2023.2
Male,55,162.7,48.6,57,135,37.9,397.0
Male,61,179.2,60.8,13,81,37.1,39.5
Male,43,181.7,78.4,179,133,36.7,1893.3
Male,39,177.7,71.3,65,75,40.0,373.4
Male,22,170.4,68.0,135,138,39.5,1243.2
Male,64,188.5,127.3,123,160,36.9,2520.7
Female,46,191.3,74.5,122,173,38.1,1547.9
Male,37,156.9,117.0,72,100,37.6,815.1
Female,65,161.7,82.9,19,114,37.2,191.8
Female,42,158.0,106.0,123,99,36.4,1273.3
Female,35,192.9,90.9,99,74,36.5,688.2
Female,60,157.9,128.0,52,171,37.6,1147.8
Female,47,188.6,76.4,98,127,37.6,977.9
Female,27,151.6,124.6,73,109,37.2,1009.9
Female,34,183.5,98.7,114,72,39.6,797.6
Male,57,158.3,51.9,84,123,37.8,565.3
Female,50,188.3,115.9,132,127,36.3,1927.3
Female,30,166.7,128.0,83,183,39.6,1914.2
Male,65,188.3,57.5,119,122,39.6,821.8
Male,50,190.1,59.8,131,75,36.8,573.9
Female,51,192.4,90.8,111,67,36.0,700.2
Male,22,156.1,86.6,35,155,38.3,445.2
Male,32,174.3,121.4,34,89,39.0,357.1
Male,47,174.7,124.4,102,168,37.2,2138.6
Male,51,155.3,83.2,35,71,38.1,232.0
Male,39,184.4,47.3,118,67,39.0,362.6
Male,44,153.4,74.7,49,169,37.4,616.8
Female,45,164.0,129.9,27,135,36.8,450.4
Female,49,177.0,80.2,142,178,37.6,2047.3
Male,29,183.5,89.3,47,63,38.6,291.0
Female,60,160.9,130.0,23,151,37.2,452.9
Female,28,185.3,129.6,143,81,40.0,1497.6
Male,45,191.4,59.0,38,69,37.0,168.1
Male,26,177.4,126.6,46,71,38.1,395.7
Female,42,170.3,68.1,170,75,38.7,894.1
Female,55,180.8,121.5,68,144,37.7,1190.7
Female,38,157.9,54.3,57,116,39.8,373.1
Female,56,191.2,116.7,58,132,39.7,890.4
Male,47,187.2,50.4,125,172,38.7,1054.2
Male,26,189.2,89.7,91,151,36.7,1211.2
Female,34,183.6,87.2,127,163,39.2,1788.0
Female,26,166.2,119.1,160,72,40.0,1394.3
Male,50,181.8,116.5,161,61,37.0,1131.7
Male,55,171.8,115.0,25,81,37.3,252.4
Female,22,173.2,58.2,157,108,36.8,1001.4
Male,43,168.3,124.8,42,82,38.9,427.0
Female,62,183.5,99.9,55,89,36.8,493.3
Female,62,157.9,109.9,79,85,37.4,760.6
Female,22,154.2,105.0,141,121,38.4,1790.6
Male,24,160.9,76.6,30,184,36.6,447.1
Male,42,150.1,123.8,64,157,37.3,1231.0
Female,37,172.6,83.8,83,172,39.0,1187.9
Male,18,175.8,123.5,125,102,36.9,1551.5
Female,40,154.5,89.2,27,112,37.3,245.2
Male,26,161.6,115.4,60,111,39.7,746.4
Male,25,167.8,110.9,153,118,37.3,2012.4
Male,49,170.1,60.9,53,67,36.6,201.2
Male,28,167.6,83.1,60,119,37.8,595.5
Female,56,179.0,128.7,109,184,39.2,2603.1
Male,59,167.9,108.8,66,181,38.3,1270.5
Male,30,180.6,59.5,180,120,38.5,1257.6
Female,63,188.0,84.5,176,65,38.9,983.5
Female,55,187.5,97.7,157,166,37.3,2519.4
Female,63,172.7,92.9,163,144,39.8,2182.7
Female,42,154.7,93.4,50,180,39.1,867.2
Male,18,190.6,101.4,34,90,37.1,302.3
Male,33,168.2,63.0,65,97,39.3,383.0
Female,52,179.7,52.3,63,167,39.4,551.0
Female,62,165.1,60.9,58,173,38.9,594.5
Male,46,169.9,80.0,111,128,38.3,1155.7
Female,24,190.6,91.1,87,155,36.2,1219.6
Female,55,155.3,75.0,45,130,37.0,430.7
Female,58,171.3,83.1,79,94,39.6,594.9
Female,50,167.6,127.2,39,154,38.4,743.4
Female,43,153.9,94.8,86,136,37.1,1137.0
Male,41,183.5,60.8,57,72,36.1,258.7
Male,24,164.2,47.0,37,113,39.0,215.4
Male,44,165.0,78.9,26,157,38.1,313.9
Female,30,161.9,101.9,160,175,39.0,2845.5
Male,55,182.1,70.0,52,60,39.7,234.8
Male,55,169.5,78.8,51,148,37.1,622.4
Male,21,189.8,69.8,75,148,37.0,746.3
Male,43,162.2,101.8,98,164,38.8,1609.4
Male,46,187.2,119.3,42,89,39.1,438.8
Female,58,153.8,45.2,20,141,38.3,150.3
Female,60,160.0,79.7,11,143,39.2,129.1
Female,28,150.8,104.5,34,82,36.4,307.0
Female,26,155.6,115.8,86,178,38.8,1772.3
Female,23,157.3,123.8,100,108,39.0,1336.0
Female,53,175.3,77.0,54,134,37.6,527.7
Female,31,158.4,87.6,168,119,36.2,1741.2
Female,43,182.1,89.8,156,130,36.0,1805.8
Female,42,192.0,45.3,29,180,39.4,232.9
Male,57,174.1,102.3,96,97,38.4,952.7
Male,27,152.2,60.9,15,132,39.8,140.4
Male,38,162.5,80.9,129,120,39.3,1245.1
Female,30,166.2,68.8,55,136,39.6,495.4
Female,50,171.2,96.0,72,65,36.2,424.0
Male,48,178.6,111.8,95,77,37.5,807.8
Female,37,170.5,99.4,168,99,36.6,1678.7
Male,63,190.7,57.7,97,84,36.1,469.7
Male,34,156.3,100.3,66,187,38.4,1257.0
Male,25,178.5,64.1,102,81,36.8,553.1
Female,31,179.9,47.5,125,64,39.8,406.7
Female,43,153.1,119.1,70,117,39.4,989.7
Female,31,155.9,75.6,67,178,38.7,893.7
Female,37,155.8,124.5,19,84,36.5,175.3
Female,62,157.2,120.6,77,178,38.6,1636.8
Male,58,172.6,91.1,86,100,36.1,777.9
Male,26,162.1,125.9,22,164,37.9,465.3
Male,64,150.7,66.2,13,144,36.4,147.0
Male,46,162.6,59.4,99,175,38.7,1033.8
Male,65,152.6,113.3,48,151,38.9,794.1
Male,50,157.6,76.7,68,130,39.1,701.3
Male,25,192.1,121.4,118,109,37.1,1557.7
